code,best_description,sources_available
B1590,Autolamp Delay Increase Circuit Short To Ground,"fieldlogix,gist"
B1591,Autolamp Delay Decrease Circuit Failure,"fieldlogix,gist"
B1592,Autolamp Delay Decrease Circuit Open,"fieldlogix,gist"
B1593,Autolamp Delay Decrease Circuit Short To Battery,"fieldlogix,gist"
B1594,Autolamp Delay Decrease Circuit Short To Ground,"fieldlogix,gist"
B1595,Ignition Switch Illegal Input Code,"fieldlogix,gist"
B1596,Service Continuous Codes,"fieldlogix,gist"
B1597,Driver's Seat Seatback Autoglide Forward Switch Circuit Short to Ground,"fieldlogix,gist"
B1598,Driver's Seat Seatback Autoglide Rearward Switch Circuit Short to Ground,"fieldlogix,gist"
B1599,Passenger's Seatback Autoglide Forward Switch Circuit Short to Ground,"fieldlogix,gist"
B1600,PATS Ignition Key Transponder Signal Is Not Received,"fieldlogix,gist"
B1601,PATS Received Incorrect Key-Code From Ignition Key Transponder,"fieldlogix,gist"
B1602,PATS Received Invalid Format Of Key-Code From Ignition Key Transponder,"fieldlogix,gist"
B1603,Lamp Anti-Theft Indicator Circuit Failure,"fieldlogix,gist"
B1604,Lamp Anti-Theft Indicator Circuit Open,"fieldlogix,gist"
B1605,Lamp Anti-Theft Indicator Circuit Short To Battery,"fieldlogix,gist"
B1606,Lamp Anti-Theft Indicator Circuit Short To Ground,"fieldlogix,gist"
B1607,Illuminated Entry Input Circuit Failure,"fieldlogix,gist"
B1608,Illuminated Entry Input Open Circuit,"fieldlogix,gist"
B1609,Illuminated Entry Input Short Circuit To Battery,"fieldlogix,gist"
B1610,Illuminated Entry Input Short Circuit To Ground,"fieldlogix,gist"
B1611,Wiper Rear Mode Select Switch Circuit Failure,"fieldlogix,gist"
B1612,Wiper Rear Mode Select Switch Circuit Open,"fieldlogix,gist"
B1613,Wiper Rear Mode Select Switch Circuit Short To Battery,"fieldlogix,gist"
B1614,Wiper Rear Mode Select Switch Circuit Short To Ground,"fieldlogix,gist"
B1615,Wiper Rear Disable Switch Circuit Failure,"fieldlogix,gist"
B1616,Wiper Rear Disable Switch Circuit Open,"fieldlogix,gist"
B1617,Wiper Rear Disable Switch Circuit Short To Battery,"fieldlogix,gist"
B1618,Wiper Rear Disable Switch Circuit Short To Ground,"fieldlogix,gist"
B1619,Wiper Rear Low Limit Input Circuit Failure,"fieldlogix,gist"
B1620,Wiper Rear Low Limit Input Circuit Open,"fieldlogix,gist"
B1621,Wiper Rear Low Limit Input Circuit Short To Battery,"fieldlogix,gist"
B1622,Wiper Rear Low Limit Input Circuit Short To Ground,"fieldlogix,gist"
B1623,Lamp Keypad Output Circuit Failure,"fieldlogix,gist"
B1624,Lamp Keypad Output Open Circuit,"fieldlogix,gist"
B1625,Lamp Keypad Output Short Circuit To Battery,"fieldlogix,gist"
B1626,Lamp Keypad Output Short Circuit To Ground,"fieldlogix,gist"
B1627,PRNDL Reverse Input Circuit Failure,"fieldlogix,gist"
B1628,PRNDL Reverse Input Open Circuit,"fieldlogix,gist"
B1629,PRNDL Reverse Input Short To Battery,"fieldlogix,gist"
B1630,PRNDL Reverse Input Short Circuit To Ground,"fieldlogix,gist"
B1631,Mirror Driver Left Circuit Failure,"fieldlogix,gist"
B1632,Mirror Driver Left Circuit Open,"fieldlogix,gist"
B1633,Mirror Driver Left Circuit Short To Battery,"fieldlogix,gist"
B1634,Mirror Driver Left Circuit Short To Ground,"fieldlogix,gist"
B1635,Mirror Driver Right Circuit Failure,"fieldlogix,gist"
B1636,Mirror Driver Right Circuit Open,"fieldlogix,gist"
B1637,Mirror Driver Right Circuit Short To Battery,"fieldlogix,gist"
B1638,Mirror Driver Right Short To Ground,"fieldlogix,gist"
B1639,Mirror Passenger Left Circuit Failure,"fieldlogix,gist"
B1640,Mirror Passenger Left Circuit Open,"fieldlogix,gist"
B1641,Mirror Passenger Left Circuit Short To Battery,"fieldlogix,gist"
B1642,Mirror Passenger Left Circuit Short To Ground,"fieldlogix,gist"
B1643,Mirror Passenger Right Circuit Failure,"fieldlogix,gist"
B1644,Mirror Passenger Right Circuit Open,"fieldlogix,gist"
B1645,Mirror Passenger Right Circuit Short To Battery,"fieldlogix,gist"
B1646,Mirror Passenger Right Circuit Short To Ground,"fieldlogix,gist"
B1647,Seat Driver Recline Forward Circuit Failure,"fieldlogix,gist"
B1648,Seat Driver Recline Forward Circuit Open,"fieldlogix,gist"
B1649,Seat Driver Recline Forward Circuit Short To Battery,"fieldlogix,gist"
B1650,Seat Driver Recline Forward Circuit Short To Ground,"fieldlogix,gist"
B1651,Seat Driver Recline Backward Circuit Failure,"fieldlogix,gist"
B1652,Seat Driver Recline Backward Circuit Open,"fieldlogix,gist"
B1653,Seat Driver Recline Backward Circuit Short To Battery,"fieldlogix,gist"
B1654,Seat Driver Recline Backward Circuit Short To Ground,"fieldlogix,gist"
B1655,Seat Driver Rear Up Circuit Failure,"fieldlogix,gist"
B1656,Seat Driver Rear Up Circuit Open,"fieldlogix,gist"
B1657,Seat Driver Rear Up Circuit Short To Battery,"fieldlogix,gist"
B1658,Seat Driver Rear Up Circuit Short To Ground,"fieldlogix,gist"
B1659,Seat Driver Front Up Circuit Failure,"fieldlogix,gist"
B1660,Seat Driver Front Up Circuit Open,"fieldlogix,gist"
B1661,Seat Driver Front Up Circuit Short To Battery,"fieldlogix,gist"
B1662,Seat Driver Front Up Circuit Short To Ground,"fieldlogix,gist"
B1663,Seat Driver Front Up/Down Motor Stalled,"fieldlogix,gist"
B1664,Seat Driver Rear Up/Down Motor Stalled,"fieldlogix,gist"
B1665,Seat Driver Forward/Backward Motor Stalled,"fieldlogix,gist"
B1666,Seat Driver Recline Motor Stalled,"fieldlogix,gist"
B1667,Mirror Driver Up/Down Motor Stalled,"fieldlogix,gist"
B1668,Mirror Driver Right/Left Motor Stalled,"fieldlogix,gist"
B1669,Mirror Passenger Up/Down Motor Stalled,"fieldlogix,gist"
B1670,Mirror Passenger Right/Left Motor Stalled,"fieldlogix,gist"
B1671,Battery Module Voltage Out Of Range,"fieldlogix,gist"
B1672,Seat Driver Occupied Input Circuit Failure,"fieldlogix,gist"
B1673,Seat Driver Occupied Input Circuit Open,"fieldlogix,gist"
B1674,Seat Driver Occupied Input Circuit Short To Battery,"fieldlogix,gist"
B1675,Seat Driver Occupied Input Circuit Short To Ground,"fieldlogix,gist"
B1676,Battery Pack Voltage Out Of Range,"fieldlogix,gist"
B1677,Alarm Panic Input Circuit Failure,"fieldlogix,gist"
B1678,Alarm Panic Input Circuit Open,"fieldlogix,gist"
B1679,Alarm Panic Input Circuit Short To Battery,"fieldlogix,gist"
B1680,Alarm Panic Input Circuit Short To Ground,"fieldlogix,gist"
B1681,PATS Transceiver Module Signal Is Not Received,"fieldlogix,gist"
B1682,PATS Is Disabled (Check Link Between PATS And Transponder),"fieldlogix,gist"
B1683,Mirror Driver/Passenger Switch Circuit Failure,"fieldlogix,gist"
B1684,Mirror Driver/Passenger Switch Circuit Open,"fieldlogix,gist"
B1685,Lamp Dome Input Circuit Failure,"fieldlogix,gist"
B1686,Lamp Dome Input Circuit Open,"fieldlogix,gist"
B1687,Lamp Dome Input Circuit Short To Battery,"fieldlogix,gist"
B1688,Lamp Dome Input Circuit Short To Ground,"fieldlogix,gist"
B1689,Autolamp Delay Circuit Failure,"fieldlogix,gist"
B1690,Autolamp Delay Circuit Open,"fieldlogix,gist"
B1691,Autolamp Delay Circuit Short To Battery,"fieldlogix,gist"
B1692,Autolamp Delay Circuit Short To Ground,"fieldlogix,gist"
B1693,Autolamp On Circuit Failure,"fieldlogix,gist"
B1694,Autolamp On Circuit Open,"fieldlogix,gist"
B1695,Autolamp On Circuit Short To Battery,"fieldlogix,gist"
B1696,Autolamp On Circuit Short To Ground,"fieldlogix,gist"
B1697,Mirror Driver/Passenger Switch Circuit Short To Battery,"fieldlogix,gist"
B1698,Mirror Driver/Passenger Switch Circuit Short To Ground,"fieldlogix,gist"
B1699,Passenger's Seat Occupied Switch Circuit Short to Ground,"fieldlogix,gist"
B1700,Passenger's Seatbelt Tension Reducer Circuit Short to Ground,"fieldlogix,gist"
B1701,Seat Driver Recline Forward Switch Circuit Failure,"fieldlogix,gist"
B1702,Seat Driver Recline Forward Switch Circuit Open,"fieldlogix,gist"
B1703,Seat Driver Recline Forward Switch Circuit Short To Battery,"fieldlogix,gist"
B1704,Seat Driver Recline Forward Switch Circuit Short To Ground,"fieldlogix,gist"
B1705,Seat Driver Recline Rearward Switch Circuit Failure,"fieldlogix,gist"
B1706,Seat Driver Recline Rearward Switch Circuit Open,"fieldlogix,gist"
B1707,Seat Driver Recline Rearward Switch Circuit Short To Battery,"fieldlogix,gist"
B1708,Seat Driver Recline Rearward Switch Circuit Short To Ground,"fieldlogix,gist"
B1709,Seat Driver Front Up Switch Circuit Failure,"fieldlogix,gist"
B1710,Seat Driver Front Up Switch Circuit Open,"fieldlogix,gist"
B1711,Seat Driver Front Up Switch Circuit Short To Battery,"fieldlogix,gist"
B1712,Seat Driver Front Up Switch Circuit Short To Ground,"fieldlogix,gist"
B1713,Seat Driver Front Down Switch Circuit Failure,"fieldlogix,gist"
B1714,Seat Driver Front Down Switch Circuit Open,"fieldlogix,gist"
B1715,Seat Driver Front Down Switch Circuit Short To Battery,"fieldlogix,gist"
B1716,Seat Driver Front Down Switch Circuit Short To Ground,"fieldlogix,gist"
B1717,Seat Driver Forward Switch Circuit Failure,"fieldlogix,gist"
B1718,Seat Driver Forward Switch Circuit Open,"fieldlogix,gist"
B1719,Seat Driver Forward Switch Circuit Short To Battery,"fieldlogix,gist"
B1720,Seat Driver Forward Switch Circuit Short To Ground,"fieldlogix,gist"
B1721,Seat Driver Rearward Switch Circuit Failure,"fieldlogix,gist"
B1722,Seat Driver Rearward Switch Circuit Open,"fieldlogix,gist"
B1723,Seat Driver Rearward Switch Circuit Short To Battery,"fieldlogix,gist"
B1724,Seat Driver Rearward Switch Circuit Short To Ground,"fieldlogix,gist"
B1725,Seat Driver Rear Up Switch Circuit Failure,"fieldlogix,gist"
B1726,Seat Driver Rear Up Switch Circuit Open,"fieldlogix,gist"
B1727,Seat Driver Rear Up Switch Circuit Short To Battery,"fieldlogix,gist"
B1728,Seat Driver Rear Up Switch Circuit Short To Ground,"fieldlogix,gist"
B1729,Seat Driver Rear Down Switch Circuit Failure,"fieldlogix,gist"
B1730,Seat Driver Rear Down Switch Circuit Open,"fieldlogix,gist"
B1731,Seat Driver Rear Down Switch Circuit Short To Battery,"fieldlogix,gist"
B1732,Seat Driver Rear Down Switch Circuit Short To Ground,"fieldlogix,gist"
B1733,Mirror Driver Vertical Switch Circuit Failure,"fieldlogix,gist"
B1734,Mirror Driver Vertical Switch Circuit Open,"fieldlogix,gist"
B1735,Mirror Driver Vertical Switch Circuit Short To Battery,"fieldlogix,gist"
B1736,Mirror Driver Vertical Switch Circuit Short To Ground,"fieldlogix,gist"
B1737,Mirror Driver Horizontal Switch Circuit Failure,"fieldlogix,gist"
B1738,Mirror Driver Horizontal Switch Circuit Open,"fieldlogix,gist"
B1739,Mirror Driver Horizontal Switch Circuit Short To Battery,"fieldlogix,gist"
B1740,Mirror Driver Horizontal Switch Circuit Short To Ground,"fieldlogix,gist"
B1741,Mirror Passenger Vertical Switch Circuit Failure,"fieldlogix,gist"
B1742,Mirror Passenger Vertical Switch Circuit Open,"fieldlogix,gist"
B1743,Mirror Passenger Vertical Switch Circuit Short To Battery,"fieldlogix,gist"
B1744,Mirror Passenger Vertical Switch Circuit Short To Ground,"fieldlogix,gist"
B1745,Mirror Passenger Horizontal Switch Circuit Failure,"fieldlogix,gist"
B1746,Mirror Passenger Horizontal Switch Circuit Open,"fieldlogix,gist"
B1747,Mirror Passenger Horizontal Switch Circuit Short To Battery,"fieldlogix,gist"
B1748,Mirror Passenger Horizontal Switch Circuit Short To Ground,"fieldlogix,gist"
B1749,Park/Neutral Switch Circuit Failure,"fieldlogix,gist"
B1750,Park/Neutral Switch Circuit Open,"fieldlogix,gist"
B1751,Park/Neutral Switch Circuit Short To Battery,"fieldlogix,gist"
B1752,Park/Neutral Switch Circuit Short To Ground,"fieldlogix,gist"
B1753,Hazard Flash Output Circuit Failure,"fieldlogix,gist"
B1754,Hazard Flash Output Circuit Open,"fieldlogix,gist"
B1755,Hazard Flash Output Circuit Short Battery,"fieldlogix,gist"
B1756,Hazard Flash Output Circuit Short To Ground,"fieldlogix,gist"
B1757,Seat Driver Rear Down Circuit Failure,"fieldlogix,gist"
B1758,Seat Driver Rear Down Circuit Open,"fieldlogix,gist"
B1759,Seat Driver Rear Down Circuit Short To Battery,"fieldlogix,gist"
B1760,Seat Driver Rear Down Circuit Short To Ground,"fieldlogix,gist"
B1761,Seat Driver Front Down Circuit Failure,"fieldlogix,gist"
B1762,Seat Driver Front Down Circuit Open,"fieldlogix,gist"
B1763,Seat Driver Front Down Circuit Short To Battery,"fieldlogix,gist"
B1764,Seat Driver Front Down Circuit Short To Ground,"fieldlogix,gist"
B1765,Seat Driver Forward Circuit Failure,"fieldlogix,gist"
B1766,Seat Driver Forward Circuit Open,"fieldlogix,gist"
B1767,Seat Driver Forward Circuit Short To Battery,"fieldlogix,gist"
B1768,Seat Driver Forward Circuit Short To Ground,"fieldlogix,gist"
B1769,Seat Driver Backward Circuit Failure,"fieldlogix,gist"
B1770,Seat Driver Backward Circuit Open,"fieldlogix,gist"
B1771,Seat Driver Backward Circuit Short To Battery,"fieldlogix,gist"
B1772,Seat Driver Backward Circuit Short To Ground,"fieldlogix,gist"
B1773,Mirror Driver Up Circuit Failure,"fieldlogix,gist"
B1774,Mirror Driver Up Circuit Open,"fieldlogix,gist"
B1775,Mirror Driver Up Circuit Short To Battery,"fieldlogix,gist"
B1776,Mirror Driver Up Circuit Short To Ground,"fieldlogix,gist"
B1777,Driver's Seatbelt Tension Reducer Circuit Short to Ground,"fieldlogix,gist"
B1778,Mirror Driver Down Circuit Failure,"fieldlogix,gist"
B1779,Mirror Driver Down Circuit Open,"fieldlogix,gist"
B1780,Mirror Driver Down Circuit Short To Battery,"fieldlogix,gist"
B1781,Mirror Driver Down Short To Ground,"fieldlogix,gist"
B1782,Mirror Passenger Up Circuit Failure,"fieldlogix,gist"
B1783,Mirror Passenger Up Circuit Open,"fieldlogix,gist"
B1784,Mirror Passenger Up Circuit Short To Battery,"fieldlogix,gist"
B1785,Mirror Passenger Up Circuit Short To Ground,"fieldlogix,gist"
B1786,Mirror Passenger Down Circuit Failure,"fieldlogix,gist"
B1787,Mirror Passenger Down Circuit Open,"fieldlogix,gist"
B1788,Mirror Passenger Down Circuit Short To Battery,"fieldlogix,gist"
B1789,Mirror Passenger Down Circuit Short To Ground,"fieldlogix,gist"
B1790,Autolamp Sensor Input Circuit Failure,"fieldlogix,gist"
B1791,Autolamp Sensor Input Circuit Open,"fieldlogix,gist"
B1792,Autolamp Sensor Input Circuit Short To Battery,"fieldlogix,gist"
B1793,Autolamp Sensor Input Circuit Short To Ground,"fieldlogix,gist"
B1794,Lamp Headlamp Low-Beam Circuit Failure,"fieldlogix,gist"
B1795,Lamp Headlamp Low-Beam Circuit Open,"fieldlogix,gist"
B1796,Lamp Headlamp Low-Beam Circuit Short To Battery,"fieldlogix,gist"
B1797,Lamp Headlamp Low-Beam Circuit Short To Ground,"fieldlogix,gist"
B1798,Lamp Turn Signal Front Output Circuit Failure,"fieldlogix,gist"
B1799,Lamp Turn Signal Front Output Circuit Open,"fieldlogix,gist"
B1800,Lamp Turn Signal Front Output Circuit Short To Battery,"fieldlogix,gist"
B1801,Lamp Turn Signal Front Output Circuit Short To Ground,"fieldlogix,gist"
B1802,Lamp Turn Signal Rear Output Circuit Failure,"fieldlogix,gist"
B1803,Lamp Turn Signal Rear Output Circuit Open,"fieldlogix,gist"
B1804,Lamp Turn Signal Rear Output Circuit Short To Battery,"fieldlogix,gist"
B1805,Lamp Turn Signal Rear Output Circuit Short To Ground,"fieldlogix,gist"
B1806,Lamp Tail Output Circuit Failure,"fieldlogix,gist"
B1807,Lamp Tail Output Circuit Open,"fieldlogix,gist"
B1808,Lamp Tail Output Circuit Short To Battery,"fieldlogix,gist"
B1809,Lamp Tail Output Circuit Short To Ground,"fieldlogix,gist"
B1810,Lamp Backup Switch Input Circuit Failure,"fieldlogix,gist"
B1811,Lamp Backup Switch Input Circuit Open,"fieldlogix,gist"
B1812,Lamp Backup Switch Input Circuit Short To Battery,"fieldlogix,gist"
B1813,Lamp Backup Switch Input Circuit Short To Ground,"fieldlogix,gist"
B1814,Wiper Rear Motor Down Relay Coil Circuit Failure,"fieldlogix,gist"
B1815,Wiper Rear Motor Down Relay Coil Circuit Open,"fieldlogix,gist"
B1816,Wiper Rear Motor Down Relay Coil Circuit Short To Battery,"fieldlogix,gist"
B1817,Wiper Rear Motor Down Relay Coil Circuit Short To Ground,"fieldlogix,gist"
B1818,Wiper Rear Motor Up Relay Coil Circuit Failure,"fieldlogix,gist"
B1819,Wiper Rear Motor Up Relay Coil Circuit Open,"fieldlogix,gist"
B1820,Wiper Rear Motor Up Relay Coil Circuit Short To Battery,"fieldlogix,gist"
B1821,Wiper Rear Motor Up Relay Coil Circuit Short To Ground,"fieldlogix,gist"
B1822,Wiper Rear Park Sense Input Circuit Failure,"fieldlogix,gist"
B1823,Wiper Rear Park Sense Input Circuit Open,"fieldlogix,gist"
B1824,Wiper Rear Park Sense Input Circuit Short To Battery,"fieldlogix,gist"
B1825,Wiper Rear Park Sense Input Circuit Short To Ground,"fieldlogix,gist"
B1826,Wiper Rear High Limit Input Circuit Failure,"fieldlogix,gist"
B1827,Wiper Rear High Limit Input Circuit Open,"fieldlogix,gist"
B1828,Wiper Rear High Limit Input Circuit Short To Battery,"fieldlogix,gist"
B1829,Wiper Rear High Limit Input Circuit Short To Ground,"fieldlogix,gist"
B1830,Door Unlock Disarm Switch Circuit Failure,"fieldlogix,gist"
B1831,Door Unlock Disarm Switch Circuit Open,"fieldlogix,gist"
B1832,Door Unlock Disarm Switch Circuit Short To Battery,"fieldlogix,gist"
B1833,Door Unlock Disarm Switch Circuit Short To Ground,"fieldlogix,gist"
B1834,Door Unlock Disarm Output Circuit Failure,"fieldlogix,gist"
B1835,Door Unlock Disarm Output Circuit Open,"fieldlogix,gist"
B1836,Door Unlock Disarm Output Circuit Short To Battery,"fieldlogix,gist"
B1837,Door Unlock Disarm Output Circuit Short To Ground,"fieldlogix,gist"
B1838,Battery Saver Power Relay Circuit Failure,"fieldlogix,gist"
B1839,Wiper Rear Motor Circuit Failure,"fieldlogix,gist"
B1840,Wiper Front Power Circuit Failure,"fieldlogix,gist"
B1841,Wiper Front Power Circuit Open,"fieldlogix,gist"
B1842,Wiper Front Power Circuit Short To Battery,"fieldlogix,gist"
B1843,Wiper Front Power Circuit Short To Ground,"fieldlogix,gist"
B1844,Phone Handset Circuit Failure,"fieldlogix,gist"
B1845,Ignition Tamper Circuit Failure,"fieldlogix,gist"
B1846,Ignition Tamper Circuit Open,"fieldlogix,gist"
B1847,Ignition Tamper Circuit Short To Battery,"fieldlogix,gist"
B1848,Ignition Tamper Circuit Short To Ground,"fieldlogix,gist"
B1849,Climate Control Temperature Differential Circuit Failure,"fieldlogix,gist"
B1850,Climate Control Temperature Differential Circuit Open,"fieldlogix,gist"
B1851,Climate Control Temperature Differential Circuit Short To Battery,"fieldlogix,gist"
B1852,Climate Control Temperature Differential Circuit Short To Ground,"fieldlogix,gist"
B1853,Climate Control Air Temperature Internal Sensor Motor Circuit Failure,"fieldlogix,gist"
B1854,Climate Control Air Temperature Internal Sensor Motor Circuit Open,"fieldlogix,gist"
B1855,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Battery,"fieldlogix,gist"
B1856,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Ground,"fieldlogix,gist"
B1857,Climate Control On/Off Switch Circuit Failure,"fieldlogix,gist"
B1858,Climate Control A/C Pressure Switch Circuit Failure,"fieldlogix,gist"
B1859,Climate Control A/C Pressure Switch Circuit Open,"fieldlogix,gist"
B1860,Climate Control A/C Pressure Switch Circuit Short To Battery,"fieldlogix,gist"
B1861,Climate Control A/C Pressure Switch Circuit Short To Ground,"fieldlogix,gist"
B1862,Climate Control A/C Lock Sensor Failure,"fieldlogix,gist"
B1863,Ground ECU Circuit Open,"fieldlogix,gist"
B1864,Battery Power Supply ECU Circuit Failure,"fieldlogix,gist"
B1865,Battery Power Supply ECU Circuit Open,"fieldlogix,gist"
B1866,Battery Power Supply ECU Circuit Short To Battery,"fieldlogix,gist"
B1867,Battery Power Supply ECU Circuit Short To Ground,"fieldlogix,gist"
B1868,Lamp Air Bag Warning Indicator Circuit Failure,"fieldlogix,gist"
B1869,Lamp Air Bag Warning Indicator Circuit Open,"fieldlogix,gist"
B1870,Lamp Air Bag Warning Indicator Circuit Short To Battery,"fieldlogix,gist"
B1871,Passenger Air Bag Disable Module Fault,"fieldlogix,gist"
B1872,Turn Signal / Hazard Power Feed Circuit Short To Battery,"fieldlogix,gist"
